@id,@lon,@lat,name
1880898184,22.8929275,41.6723709,
1880898196,22.8942823,41.6732984,
1880898297,22.8936624,41.6732765,
1880898308,22.8929275,41.6727115,
1880898402,22.8932577,41.6731541,
1881055147,21.4225208,41.9953932,
1881055151,21.4226885,41.9954030,
1881055196,21.4225305,41.9953016,
1881055201,21.4226981,41.9953113,
1908859929,22.5453797,41.1345767,
1908859956,22.5446930,41.1351221,
1908859964,22.5453046,41.1361443,
1908859968,22.5460159,41.1361810,
1908859999,22.5462358,41.1346215,
1908860072,22.5455921,41.1358699,
1908860079,22.5455170,41.1359588,
1908860095,22.5450739,41.1346130,
1908860124,22.5468527,41.1354134,
1908860172,22.5441654,41.1356437,
1908860192,22.5466006,41.1357326,
1908860202,22.5459354,41.1344478,
1908956368,22.5396218,41.1398290,
1908956429,22.5403964,41.1404173,
1908956439,22.5408566,41.1403331,
1908956458,22.5428852,41.1397198,
1908956460,22.5422289,41.1395301,
1908956465,22.5386186,41.1399583,
1908956502,22.5374492,41.1403987,
1908956539,22.5390930,41.1404026,
1908956556,22.5407912,41.1396917,
1908956600,22.5396006,41.1414004,
1908956628,22.5406643,41.1405197,
1908956632,22.5409739,41.1411418,
1908956635,22.5405754,41.1410252,
1908956654,22.5394586,41.1406291,
1908956657,22.5408029,41.1401485,
1908956663,22.5391351,41.1405995,
1908956674,22.5427404,41.1396107,
1908956707,22.5373741,41.1401361,
1908956715,22.5386473,41.1408348,
1908956720,22.5379159,41.1400189,
1908956728,22.5390212,41.1411257,
1908956759,22.5384311,41.1403096,
1908956763,22.5396840,41.1411740,
1909993554,21.5522332,41.6798004,
1911610533,22.2260510,41.4103972,
1911610883,22.2258790,41.4105508,
1911610957,22.2262430,41.4107801,
1911610995,22.2264672,41.4105717,
1911783550,22.2265648,41.4107236,
1911783697,22.2262895,41.4107386,
1911783701,22.2262283,41.4104212,
1911783771,22.2264411,41.4108341,
1911783875,22.2261707,41.4104726,
1911784143,22.2264445,41.4106478,
1911784582,22.2264303,41.4106047,
1911784668,22.2264670,41.4106278,
1917883001,22.7218391,41.1853610,
1917883002,22.7215681,41.1859585,
1917883003,22.7224184,41.1854115,
1917883004,22.7223138,41.1860453,
1921568103,22.3624921,42.2091171,
1921568106,22.3628306,42.2092344,
1921568119,22.3631099,42.2092980,
1921568123,22.3631381,42.2092476,
1921568161,22.3628413,42.2091310,
1941669681,22.4697361,41.9095500,
1941669717,22.4699935,41.9082964,
1941669739,22.4690816,41.9093464,
1941669749,22.4700579,41.9092945,
1941669759,22.4702510,41.9093145,
1941669775,22.4708222,41.9087224,
1944214330,22.4492376,41.9143632,
1944214338,22.4491097,41.9142883,
1944214349,22.4491436,41.9144302,
1944214363,22.4490004,41.9143887,
1953489045,21.2256384,41.0364442,
1953489162,21.2261966,41.0357015,
1953489192,21.2258793,41.0364141,
1953489197,21.2261061,41.0361101,
1953489261,21.2259926,41.0357411,
1953489303,21.2254552,41.0364318,
1953489308,21.2253623,41.0363571,
1953489310,21.2263618,41.0361917,
1953489318,21.2263948,41.0355763,
1953489330,21.2263469,41.0356020,
1953489333,21.2265949,41.0356018,
1953489337,21.2265547,41.0359204,
1953489341,21.2264919,41.0360616,
1953489343,21.2266287,41.0356877,
1953489350,21.2257669,41.0357547,
1953489378,21.2253300,41.0362814,
1953489636,21.2256846,41.0358073,
1999950873,22.2438643,41.4092678,Lovec
2045306542,20.7920980,41.6925068,
2045306607,20.7913523,41.6924427,
2045306626,20.7939970,41.6934882,
2045306655,20.7914006,41.6947861,
2045306675,20.7887436,41.6963534,
2045306718,20.7882608,41.6957005,
2045306729,20.7904350,41.6950825,
2045306946,20.7889850,41.6964536,
2045306954,20.7940184,41.6934161,
2045306964,20.7934160,41.6932411,
2045306966,20.7926022,41.6935523,
2045307001,20.7899292,41.6942786,
2045307008,20.7924413,41.6937366,
2045307024,20.7929976,41.6930368,
2045307095,20.7937288,41.6933641,
2045307099,20.7884486,41.6960290,
2045307128,20.7881052,41.6954642,
2045307157,20.7903009,41.6933520,
2045307188,20.7898809,41.6939100,
2045307207,20.7930421,41.6943054,
2045307211,20.7883483,41.6953068,
2045307250,20.7922911,41.6926510,
2045307272,20.7928061,41.6944496,
2045307416,20.7919853,41.6921944,
2045307456,20.7894034,41.6965417,
2045307509,20.7899629,41.6936885,
2045307550,20.7918083,41.6921944,
2045307608,20.7924628,41.6946739,
2051568881,20.7996332,41.0793509,
2051568883,20.8026335,41.0746399,
2051568890,20.8016036,41.0786472,
2051568892,20.8015276,41.0570880,
2051568901,20.8016261,41.0575745,
2051568907,20.7970685,41.0847368,
2051568924,20.8020961,41.0577864,
2051568971,20.8024565,41.0744013,
2051568972,20.7970111,41.0838529,
2051568989,20.8013277,41.0777184,
2051569006,20.8025901,41.0743198,
2051569022,20.8018087,41.0586337,
2051569042,20.8015904,41.0582466,
2051569058,20.7974735,41.0849955,
2051569059,20.8022057,41.0572776,
2051569060,20.8008405,41.0775755,
2051569065,20.8027301,41.0750605,
2051569076,20.8029500,41.0744822,
2051569088,20.8016322,41.0586464,
2051569093,20.8029985,41.0744661,
2051569102,20.8027651,41.0742255,
2051569116,20.8024672,41.0748219,
2051569117,20.8025150,41.0745503,
2051569174,20.7970497,41.0841343,
2051569191,20.8022018,41.0588341,
2051569205,20.7970336,41.0844941,
2051569211,20.8023001,41.0574679,
2051569260,20.8029273,41.0752370,
2051569270,20.8020972,41.0743084,
2051569271,20.7967375,41.0839054,
2051569274,20.8022312,41.0743730,
2051569276,20.8022634,41.0749917,
2051569296,20.8020810,41.0745064,
2051569307,20.8020499,41.0589639,
2051569310,20.8029246,41.0750982,
2051569360,20.8017062,41.0575736,
2051569365,20.8026759,41.0743481,
2051569367,20.8027676,41.0743002,
2051569373,20.7973946,41.0846373,
2051569395,20.7971962,41.0843947,
2051569424,20.8023058,41.0749669,
2051569434,20.8024190,41.0749877,
2051569455,20.7972134,41.0846720,
2051569467,20.8020756,41.0748381,
2051569473,20.8017663,41.0587758,
2051569496,20.8028910,41.0749472,
2051569498,20.7968405,41.0841930,
2051569527,20.8022020,41.0570808,
2051569568,20.8017102,41.0577905,
2051569570,20.7971049,41.0841338,
2051569571,20.8014013,41.0798823,
2051569575,20.7972911,41.0850502,
2051569593,20.8020919,41.0575588,
2051569595,20.8023018,41.0575565,
2051569624,20.7977729,41.0853166,
2051569653,20.8026169,41.0747242,
2051569659,20.8017937,41.0582447,
2051569673,20.8023433,41.0749952,
2051569680,20.8027343,41.0752272,
2051569684,20.8018843,41.0586221,
2051569706,20.8028742,41.0756912,
2051569709,20.8023760,41.0749796,
2051569710,20.8025853,41.0750847,
2051569723,20.8021066,41.0574700,
2051569729,20.8026711,41.0750119,
2051569778,20.7975905,41.0849365,
2051569783,20.8016241,41.0574642,
2051569794,20.7968566,41.0842192,
2051569799,20.8021030,41.0572787,
2051569819,20.8001868,41.0796496,
2051569824,20.8026919,41.0756816,
2051569825,20.7976130,41.0853979,
2051569869,20.8015347,41.0574652,
2051569899,20.8020311,41.0750817,
2051577876,20.8020134,41.0567425,
2051577882,20.8020101,41.0564332,
2051577893,20.8017553,41.0564348,
2051577932,20.8017586,41.0567441,
2052509915,20.6473502,41.1423338,
2052509965,20.6472054,41.1418935,
2052510141,20.6476828,41.1419783,
2052510149,20.6471893,41.1416511,
2052510256,20.6475648,41.1416228,
2052510258,20.6478115,41.1422207,
2052510466,20.6475809,41.1426005,
2052510562,20.6478008,41.1424874,
2052510643,20.6476238,41.1422813,
2052510668,20.6476023,41.1417561,
2052510672,20.6476452,41.1417561,
2069049186,21.3357062,41.0274296,
2069049187,21.3361948,41.0272802,
2069049188,21.3356727,41.0275379,
2069049189,21.3358819,41.0270074,
2069049190,21.3356660,41.0275022,
2069049191,21.3355611,41.0270363,
2069049192,21.3359177,41.0269497,
2069049193,21.3357681,41.0275348,
2069049194,21.3362759,41.0271446,
2069049195,21.3358603,41.0274771,
2069049196,21.3358115,41.0274625,
2069049197,21.3358361,41.0275206,
2069049198,21.3355100,41.0270185,
2069049199,21.3357260,41.0275563,
2123629166,20.9106476,41.7961877,hotel
2250324509,21.6997303,42.0775831,Хотел Милано
2271388034,20.7528452,41.1579642,
2271388038,20.7529522,41.1582577,
2271388039,20.7528632,41.1583607,
2271388040,20.7529291,41.1580053,
2271388050,20.7527978,41.1581384,
2271388054,20.7529024,41.1580361,
2271388057,20.7529890,41.1582321,
2271388062,20.7530823,41.1581242,
2271388064,20.7527714,41.1581691,
2271388065,20.7526097,41.1582365,
2271391337,20.7599487,41.1468785,
2271391338,20.7601528,41.1473553,
2271391340,20.7599517,41.1474765,
2271391342,20.7598790,41.1471674,
2271391343,20.7601502,41.1469837,
2271391345,20.7597800,41.1471776,
2271391347,20.7601233,41.1468685,
2271391349,20.7599544,41.1471998,
2271391350,20.7600375,41.1468766,
2271391356,20.7601823,41.1472058,
2271391357,20.7600375,41.1468524,
2271391358,20.7599568,41.1472522,
2271391359,20.7600292,41.1472663,
2271391363,20.7601448,41.1472058,
2271391365,20.7601689,41.1474401,
2271391366,20.7602118,41.1473452,
2271391367,20.7598337,41.1469271,
2271391369,20.7598337,41.1468867,
2271391370,20.7597344,41.1469332,
2271391377,20.7600268,41.1472462,
2271391379,20.7598819,41.1471998,
2271391381,20.7601180,41.1469877,
2271391382,20.7600724,41.1472664,
2271391384,20.7600828,41.1473653,
2271391386,20.7599490,41.1468584,
2271391388,20.7599383,41.1473735,
2272322554,20.8001990,41.0786742,
2272368853,20.8071290,41.0113637,
2272368854,20.8063860,41.0104367,
2272368857,20.8074160,41.0115600,
2272368858,20.8065845,41.0106816,
2272368861,20.8071478,41.0119223,
2272368862,20.8079042,41.0115013,
2272368863,20.8066167,41.0104790,
2272368865,20.8075501,41.0113898,
2272368868,20.8076011,41.0112018,
2272368870,20.8070459,41.0118029,
2272368871,20.8069493,41.0108071,
2272368872,20.8069949,41.0117379,
2272368875,20.8076091,41.0115092,
2272368876,20.8074536,41.0109162,
2272368878,20.8066704,41.0108031,
2272368883,20.8064638,41.0106108,
2272368884,20.8067321,41.0109063,
2272368886,20.8070593,41.0118737,
2272368889,20.8072792,41.0112663,
2272368891,20.8067991,41.0106672,
2272368892,20.8072444,41.0108860,
2272368893,20.8064236,41.0107444,
2272368894,20.8070298,41.0120538,
2272368897,20.8074080,41.0115033,
2272368898,20.8073355,41.0112562,
2272368899,20.8063887,41.0105195,
2272368900,20.8071880,41.0121186,
2272368901,20.8078908,41.0114487,
2272368903,20.8072497,41.0116592,
2272368904,20.8069895,41.0115841,
2272368906,20.8071746,41.0120336,
2272368910,20.8076172,41.0115641,
2272368911,20.8069359,41.0123937,
2272368912,20.8067374,41.0108474,
2272368913,20.8075313,41.0109063,
2272368915,20.8069869,41.0117217,
2272368916,20.8069225,41.0110297,
2272368917,20.8071076,41.0109852,
2272368919,20.8065336,41.0104064,
2272368921,20.8067267,41.0107484,
2272368922,20.8067696,41.0124323,
2272368923,20.8068715,41.0108314,
2272368924,20.8071612,41.0119830,
2272368925,20.8072283,41.0115560,
2272368926,20.8065470,41.0104833,
2272368927,20.8069197,41.0110302,
2272368929,20.8066033,41.0107241,
2272368931,20.8067750,41.0117766,
2272368933,20.8074375,41.0108537,
2272368934,20.8075421,41.0112200,
2272368935,20.8066114,41.0108051,
2272368936,20.8072899,41.0118717,
2272368937,20.8069734,41.0115357,
2272368938,20.8065926,41.0111247,
2272368939,20.8071183,41.0119261,
2272368940,20.8073141,41.0119547,
2272368941,20.8072283,41.0118110,
2272368942,20.8071934,41.0118150,
2272368944,20.8068742,41.0120640,
2272368945,20.8066462,41.0121184,
2272368947,20.8064585,41.0103436,
2272368948,20.8068945,41.0109288,
2272368949,20.8075501,41.0113576,
2272368950,20.8067294,41.0109528,
2272368953,20.8064907,41.0109245,
2272368956,20.8073060,41.0113898,
2272368957,20.8069466,41.0115942,
2272368958,20.8079364,41.0113131,
2272368959,20.8066757,41.0108577,
2272368960,20.8079685,41.0114384,
2272368961,20.8065738,41.0106045,
2272368962,20.8064611,41.0105157,
2272368964,20.8063163,41.0103456,
2272368966,20.8064182,41.0108433,
2272368967,20.8069600,41.0117422,
2272368969,20.8070137,41.0122985,
2272368970,20.8071156,41.0121308,
2272368971,20.8063136,41.0104365,
2272368972,20.8070056,41.0118047,
2272368973,20.8072444,41.0118879,
2272368974,20.8071451,41.0116713,
2272368975,20.8067937,41.0107361,
2272368977,20.8066409,41.0105602,
2272368978,20.8075796,41.0113556,
2272368979,20.8071505,41.0114163,
2272368980,20.8071827,41.0117604,
2272368981,20.8071639,41.0122702,
2272368983,20.8071558,41.0117644,
2272368984,20.8072122,41.0113475,
2272368985,20.8064665,41.0104064,
2272368986,20.8067535,41.0115881,
2272368987,20.8068823,41.0105359,
2272368988,20.8068474,41.0121895,
2272368991,20.8064826,41.0108435,
2272368992,20.8069734,41.0121629,
2272368993,20.8071049,41.0118674,
2284578750,20.7372366,41.6493265,Кампари
2293315268,21.4068121,41.9941717,Hotel Kapistec
2316032879,20.8030131,41.0769862,Хотел на МВР
2316032888,20.8034074,41.0764625,Хотел Пела
2316156255,21.3357770,41.0288348,
2316156263,21.3359490,41.0288945,
2316156264,21.3355660,41.0293705,
2316156277,21.3354704,41.0293373,
2320935275,20.8025642,41.0774733,
2323082560,21.4243087,42.0024018,
2323082563,21.4244725,42.0024187,
2323082565,21.4241523,42.0022229,
2323082567,21.4242571,42.0021723,
2323088699,21.4242780,42.0024168,
2323088700,21.4243370,42.0024841,
2323236971,22.5042089,41.1414679,Ашикот
2323236975,22.5048372,41.1405889,Holiday Han
2329329529,21.4272621,42.0063926,
2329329555,21.4268697,42.0064559,
2357269931,20.9584231,41.5097492,
2357269932,20.9580816,41.5097529,
2357269937,20.9580855,41.5099495,
2357269938,20.9581816,41.5099484,
2357269945,20.9583697,41.5100622,
2357269946,20.9584293,41.5100616,
2357269947,20.9581844,41.5100953,
2357269948,20.9583703,41.5100933,
2360805810,22.5443315,41.1354795,
2361000447,22.5420472,41.1400216,
2377917960,20.5772167,41.5323961,Хотел Косоврасти
2377969279,20.8082706,41.1056053,HOTEL GARDEN
2382428597,20.9445463,41.9230708,Нептун Петрол
2385754091,20.9621993,41.5188568,
2385754096,20.9623811,41.5189963,
2385754100,20.9617997,41.5191489,
2385754109,20.9619816,41.5192884,
2407005475,22.6496647,41.4397072,
2407005476,22.6499777,41.4392047,
2407005477,22.6498151,41.4391478,
2407005478,22.6495022,41.4396504,
2407005479,22.6496195,41.4394621,
2407005480,22.6496605,41.4393960,
2407005481,22.6495421,41.4393545,
2407005482,22.6495010,41.4394206,
2407057399,22.6379904,41.4368416,Хотел Централ
2411245239,22.4904618,41.1719876,Хотел Јасен
2411308943,22.4943084,41.1581681,Хотел Нар
2422968006,20.6474901,41.1406765,
2422968010,20.6475409,41.1406724,
2422972350,20.6459622,41.1400094,
2422979967,20.6462179,41.1404110,
2422979972,20.6463541,41.1411702,
2422979974,20.6469743,41.1404514,
2422979978,20.6463675,41.1404410,
2422979989,20.6470789,41.1410776,
2422979991,20.6460168,41.1412109,
2422979996,20.6470058,41.1405117,
2422980000,20.6461884,41.1403383,
2422980007,20.6471245,41.1409625,
2422980009,20.6462200,41.1401279,
2422980011,20.6475081,41.1404797,
2422980013,20.6458746,41.1412877,
2422980044,20.6464878,41.1410925,
2422980053,20.6475417,41.1406104,
2422980055,20.6467323,41.1411116,
2422980057,20.6465955,41.1404976,
2422980061,20.6471648,41.1407625,
2422980076,20.6452550,41.1412190,
2422980081,20.6453274,41.1411907,
2422980084,20.6461965,41.1412473,
2422980087,20.6459819,41.1412715,
2422980089,20.6469039,41.1404552,
2422980093,20.6469931,41.1404454,
2422980094,20.6471641,41.1404733,
2422980105,20.6462126,41.1402575,
2423003727,20.6475577,41.1406730,
2423010216,20.6452973,41.1405481,
2423010218,20.6451337,41.1407864,
2423010219,20.6451685,41.1407076,
2423010220,20.6458820,41.1399784,
2423010221,20.6450451,41.1412258,
2493877274,20.9378922,41.5122337,
2493877277,20.9377843,41.5121708,
2493877278,20.9379192,41.5120138,
2493877280,20.9379401,41.5117557,
2493877282,20.9381110,41.5117557,
2493877284,20.9380780,41.5120474,
2493877285,20.9380061,41.5120541,
2493877287,20.9379911,41.5120878,
2493877289,20.9380181,41.5120990,
2493877290,20.9379551,41.5122225,
2493877292,20.9379251,41.5122000,
2501564485,20.7104350,41.1698560,Vila ENHALON
2530671067,21.4071469,41.9940116,
2530671100,21.4071840,41.9941554,
2530671127,21.4072751,41.9939934,
2530671172,21.4073122,41.9941371,
2545330643,20.9208605,40.9856694,Lake View
2552935921,21.4203304,41.9833922,
2552935923,21.4200300,41.9835198,
2552935932,21.4186620,41.9856974,
2552935936,21.4184076,41.9855412,
2552935951,21.4205583,41.9836274,
2552935953,21.4186743,41.9855538,
2552935970,21.4200514,41.9834400,
2552935987,21.4205629,41.9835249,
2552935991,21.4183953,41.9856848,
2692248688,20.9134035,40.9389519,
2692248689,20.9132370,40.9390598,
2692248691,20.9135545,40.9390819,
2692248692,20.9133893,40.9391914,
2717099200,21.4222231,42.0023035,
2717099201,21.4221075,42.0024798,
2717099202,21.4222981,42.0023762,
2717099203,21.4220295,42.0024104,
2835853865,20.9583862,41.9860837,
2835853866,20.9586541,41.9860391,
2835853867,20.9587011,41.9861951,
2835853868,20.9586114,41.9862101,
2835853869,20.9586426,41.9863138,
2835853870,20.9584644,41.9863434,
2835970547,21.7224017,42.1356110,Apartman
2836006288,21.4390890,41.9966717,
2836006289,21.4392659,41.9966749,
2836006290,21.4392683,41.9966000,
2836006291,21.4390914,41.9965968,
2836007510,21.4395102,41.9969486,
2836007511,21.4395653,41.9966344,
2836007512,21.4398736,41.9966643,
2836007513,21.4398546,41.9967723,
2836007514,21.4397015,41.9967575,
2836007515,21.4396837,41.9968589,
2836007516,21.4398405,41.9968741,
2836007517,21.4398222,41.9969788,
2951313376,22.5037931,41.7410244,
2951313377,22.5034712,41.7408803,
2951313378,22.5035892,41.7407042,
2951313379,22.5039433,41.7408403,
2978030295,20.7095372,41.1703339,Villa Rosa
